ID,Record type,Data owner,Latitude,Longitude,Common name,Scientific name,Total individuals,Year observed
380,Sighting,DPIPWE,-43.19,147.12,Common dolphin - Short-beaked,Delphinus delphis,15,2001
381,Sighting,DPIPWE,-43.663,146.2737,Common dolphin - Short-beaked,Delphinus delphis,300,2010
382,Sighting,DPIPWE,-43.1064,147.2962,Common dolphin - Short-beaked,Delphinus delphis,30,1899
383,Sighting,DPIPWE,-41.3982,147.1074,Unidentified dolphin,Unidentified dolphin,1,1899
384,Sighting,DPIPWE,-43.0624,147.3389,Common dolphin - Short-beaked,Delphinus delphis,50,1899
385,Sighting,DPIPWE,-42.1359,148.0979,Unidentified dolphin,Unidentified dolphin,10,1899
386,Sighting,DPIPWE,-41.0667,146.7973,Unidentified dolphin,Unidentified dolphin,6,1899
387,Sighting,DPIPWE,-42.3416,145.4137,Common dolphin - Short-beaked,Delphinus delphis,60,1899
388,Sighting,DPIPWE,-42.24,148.3287,Hourglass dolphin,Lagenorhynchus cruciger,6,2006
389,Sighting,DPIPWE,-43.0239,147.8447,Bottlenose dolphin - Common,Tursiops truncatus,2,1899
390,Sighting,DPIPWE,-43.1741,147.2745,Bottlenose dolphin - Common,Tursiops truncatus,7,1899
391,Sighting,DPIPWE,-42.5813,148.0012,Common dolphin - Short-beaked,Delphinus delphis,10,1899
392,Sighting,DPIPWE,-41.0291,145.8311,Unidentified dolphin,Unidentified dolphin,1,1899
393,Sighting,DPIPWE,-43.659,146.2746,Unidentified dolphin,Unidentified dolphin,50,1899
394,Sighting,DPIPWE,-42.9775,147.7303,Bottlenose dolphin - Common,Tursiops truncatus,5,2007
395,Sighting,DPIPWE,-43.0751,147.3074,Common dolphin - Short-beaked,Delphinus delphis,9,1899
396,Sighting,DPIPWE,-42.8836,147.3953,Common dolphin - Short-beaked,Delphinus delphis,6,1899
397,Sighting,DPIPWE,-42.8535,147.3255,Bottlenose dolphin - Common,Tursiops truncatus,8,1899
398,Sighting,DPIPWE,-43.1276,147.9499,Bottlenose dolphin - Common,Tursiops truncatus,4,2011
399,Sighting,DPIPWE,-43.07072,147.26456,Common dolphin - Short-beaked,Delphinus delphis,9,1899
400,Sighting,DPIPWE,-42.88626,147.34477,Unidentified dolphin,Unidentified dolphin,4,1899
401,Sighting,DPIPWE,-40.45,144.82,Bottlenose dolphin - Common,Tursiops truncatus,1,1993
402,Sighting,DPIPWE,-42.67,148.07,Bottlenose dolphin - Common,Tursiops truncatus,1,1984
403,Sighting,DPIPWE,-40.76,147.61,Bottlenose dolphin - Common,Tursiops truncatus,1,1997
404,Sighting,DPIPWE,-40.81,148.2,Bottlenose dolphin - Common,Tursiops truncatus,1,1997
405,Sighting,DPIPWE,-40.39,144.78,Bottlenose dolphin - Common,Tursiops truncatus,1,1997
406,Sighting,DPIPWE,-40.75,145.05,Bottlenose dolphin - Common,Tursiops truncatus,1,1997
407,Sighting,DPIPWE,-40.3,144.7,Bottlenose dolphin - Common,Tursiops truncatus,1,1996
408,Sighting,DPIPWE,-40.6,144.94,Bottlenose dolphin - Common,Tursiops truncatus,1,1996
409,Sighting,DPIPWE,-40.05,145.12,Bottlenose dolphin - Common,Tursiops truncatus,1,1996
410,Sighting,DPIPWE,-43.14,147.29,Bottlenose dolphin - Common,Tursiops truncatus,1,1996
411,Sighting,DPIPWE,-43.65,146.87,Bottlenose dolphin - Common,Tursiops truncatus,1,1996
412,Sighting,DPIPWE,-43.5912,146.3331,Bottlenose dolphin - Common,Tursiops truncatus,1,1996
413,Sighting,DPIPWE,-40.55,148.2,Bottlenose dolphin - Common,Tursiops truncatus,1,1996
414,Sighting,DPIPWE,-40.9,147.25,Bottlenose dolphin - Common,Tursiops truncatus,1,1996
415,Sighting,DPIPWE,-40.79,145.23,Bottlenose dolphin - Common,Tursiops truncatus,1,1996
416,Sighting,DPIPWE,-43.05,147.3,Bottlenose dolphin - Common,Tursiops truncatus,10,1996
417,Sighting,DPIPWE,-40.09,144.75,Bottlenose dolphin - Common,Tursiops truncatus,1,1996
418,Sighting,DPIPWE,-40.22,144.76,Bottlenose dolphin - Common,Tursiops truncatus,1,1996
419,Sighting,DPIPWE,-40.6,144.94,Bottlenose dolphin - Common,Tursiops truncatus,1,1996
420,Sighting,DPIPWE,-40.72,144.95,Bottlenose dolphin - Common,Tursiops truncatus,1,1996
421,Sighting,DPIPWE,-40.54,144.93,Bottlenose dolphin - Common,Tursiops truncatus,1,1996
422,Sighting,DPIPWE,-41.32,144.64,Bottlenose dolphin - Common,Tursiops truncatus,1,1996
423,Sighting,DPIPWE,-43.56,146.91,Bottlenose dolphin - Common,Tursiops truncatus,1,1996
424,Sighting,DPIPWE,-40.75,145.05,Bottlenose dolphin - Common,Tursiops truncatus,12,1996
425,Sighting,DPIPWE,-42.88,147.72,Bottlenose dolphin - Common,Tursiops truncatus,1,1996
426,Sighting,DPIPWE,-40.64,144.95,Bottlenose dolphin - Common,Tursiops truncatus,1,1996
427,Sighting,DPIPWE,-40.81,147.42,Bottlenose dolphin - Common,Tursiops truncatus,1,1996
428,Sighting,DPIPWE,-41.02,145.9,Bottlenose dolphin - Common,Tursiops truncatus,1,1996
429,Sighting,DPIPWE,-40.6,144.94,Bottlenose dolphin - Common,Tursiops truncatus,1,1996
430,Sighting,DPIPWE,-40.3,144.7,Bottlenose dolphin - Common,Tursiops truncatus,1,1996
431,Sighting,DPIPWE,-40.75,145.05,Bottlenose dolphin - Common,Tursiops truncatus,1,1995
432,Sighting,DPIPWE,-40.38,144.44,Bottlenose dolphin - Common,Tursiops truncatus,1,1995
433,Sighting,DPIPWE,-42.4452,148.2763,Unidentified dolphin,Unidentified dolphin,30,1899
434,Sighting,DPIPWE,-43.0757,147.6037,Common dolphin - Short-beaked,Delphinus delphis,8,1899
435,Sighting,DPIPWE,-42.75703,147.24313,Bottlenose dolphin - Common,Tursiops truncatus,4,2010
436,Sighting,DPIPWE,-41.0413,145.8614,Unidentified dolphin,Unidentified dolphin,1,1899
437,Sighting,DPIPWE,-43.2591,147.2589,Common dolphin - Short-beaked,Delphinus delphis,30,1899
438,Sighting,DPIPWE,-42.8991,147.401,Bottlenose dolphin - Common,Tursiops truncatus,10,1899
439,Sighting,DPIPWE,-43.2368,147.9862,Bottlenose dolphin - Common,Tursiops truncatus,200,1899
440,Sighting,DPIPWE,-43.0475,147.2736,Unidentified dolphin,Unidentified dolphin,8,2008
441,Sighting,DPIPWE,-42.8067,147.538,Unidentified dolphin,Unidentified dolphin,8,2005
442,Sighting,DPIPWE,-43.0306,147.9643,Dusky dolphin,Lagenorhynchus obscurus,300,1899
443,Sighting,DPIPWE,-43.099,147.3006,Common dolphin - Short-beaked,Delphinus delphis,30,1899
444,Sighting,DPIPWE,-43.5822,146.51935,Bottlenose dolphin - Common,Tursiops truncatus,35,1899
445,Sighting,DPIPWE,-42.1051,148.3427,Unidentified dolphin,Unidentified dolphin,200,1899
446,Sighting,DPIPWE,-43.1225,148.0493,Bottlenose dolphin - Common,Tursiops truncatus,100,1899
447,Sighting,DPIPWE,-40.3757,148.4593,Bottlenose dolphin - Common,Tursiops truncatus,4,1899
448,Sighting,DPIPWE,-42.899,147.5172,Common dolphin - Short-beaked,Delphinus delphis,10,2012
449,Sighting,DPIPWE,-40.7222,148.13,Common dolphin - Short-beaked,Delphinus delphis,150,1899
450,Sighting,DPIPWE,-42.913,147.416,Unidentified dolphin,Unidentified dolphin,10,1899
451,Sighting,DPIPWE,-40.92,145.73,Common dolphin - Short-beaked,Delphinus delphis,1,1999
452,Sighting,DPIPWE,-43.5481,146.9947,Common dolphin - Short-beaked,Delphinus delphis,9,1998
453,Sighting,DPIPWE,-40.72,145.28,Common dolphin - Short-beaked,Delphinus delphis,1,1998
454,Sighting,DPIPWE,-42.07,148.22,Common dolphin - Short-beaked,Delphinus delphis,1,1998
455,Sighting,DPIPWE,-41.01,146.49,Common dolphin - Short-beaked,Delphinus delphis,1,1998
456,Sighting,DPIPWE,-40.98,146.16,Common dolphin - Short-beaked,Delphinus delphis,1,1998
457,Sighting,DPIPWE,-40.35,148.02,Common dolphin - Short-beaked,Delphinus delphis,1,1998
458,Sighting,DPIPWE,-40.16,147.56,Common dolphin - Short-beaked,Delphinus delphis,1,1998
459,Sighting,DPIPWE,-40.89,145.57,Common dolphin - Short-beaked,Delphinus delphis,1,1997
460,Sighting,DPIPWE,-43.52,146.58,Common dolphin - Short-beaked,Delphinus delphis,1,1997
461,Sighting,DPIPWE,-43.56,146.91,Common dolphin - Short-beaked,Delphinus delphis,1,1997
462,Sighting,DPIPWE,-43.32,147.02,Common dolphin - Short-beaked,Delphinus delphis,1,1997
463,Sighting,DPIPWE,-43.51,145.96,Common dolphin - Short-beaked,Delphinus delphis,1,1997
464,Sighting,DPIPWE,-42.79,147.89,Common dolphin - Short-beaked,Delphinus delphis,1,1997
465,Sighting,DPIPWE,-41.01,146.49,Common dolphin - Short-beaked,Delphinus delphis,1,1997
466,Sighting,DPIPWE,-41.02,145.9,Common dolphin - Short-beaked,Delphinus delphis,1,1997
467,Sighting,DPIPWE,-40.5,147.16,Common dolphin - Short-beaked,Delphinus delphis,1,1997
468,Sighting,DPIPWE,-41.02,145.9,Common dolphin - Short-beaked,Delphinus delphis,1,1997
469,Sighting,DPIPWE,-40.98,146.16,Common dolphin - Short-beaked,Delphinus delphis,1,1997
470,Sighting,DPIPWE,-40.98,146.16,Common dolphin - Short-beaked,Delphinus delphis,1,1997
471,Sighting,DPIPWE,-40.87,146.65,Common dolphin - Short-beaked,Delphinus delphis,1,1997
472,Sighting,DPIPWE,-40.87,146.65,Common dolphin - Short-beaked,Delphinus delphis,1,1997
473,Sighting,DPIPWE,-40.87,146.65,Common dolphin - Short-beaked,Delphinus delphis,1,1997
474,Sighting,DPIPWE,-41.08,146.65,Common dolphin - Short-beaked,Delphinus delphis,1,1997
475,Sighting,DPIPWE,-40.92,145.73,Common dolphin - Short-beaked,Delphinus delphis,1,1997
476,Sighting,DPIPWE,-40.5,147.16,Common dolphin - Short-beaked,Delphinus delphis,1,1997
477,Sighting,DPIPWE,-40.05,147.45,Common dolphin - Short-beaked,Delphinus delphis,27,1997
478,Sighting,DPIPWE,-43.14,147.29,Bottlenose dolphin - Common,Tursiops truncatus,1,1995
479,Sighting,DPIPWE,-43.34,147.34,Bottlenose dolphin - Common,Tursiops truncatus,1,1995
480,Sighting,DPIPWE,-42.95,147.64,Bottlenose dolphin - Common,Tursiops truncatus,1,1995
481,Sighting,DPIPWE,-40.34,144.41,Bottlenose dolphin - Common,Tursiops truncatus,1,1995
482,Sighting,DPIPWE,-40.28,148.27,Bottlenose dolphin - Common,Tursiops truncatus,1,1995
483,Sighting,DPIPWE,-40.28,147.84,Bottlenose dolphin - Common,Tursiops truncatus,1,1995
484,Sighting,DPIPWE,-40.21,148.2,Bottlenose dolphin - Common,Tursiops truncatus,1,1995
485,Sighting,DPIPWE,-40.81,147.42,Bottlenose dolphin - Common,Tursiops truncatus,1,1995
486,Sighting,DPIPWE,-40.65,147.64,Bottlenose dolphin - Common,Tursiops truncatus,1,1995
487,Sighting,DPIPWE,-40.41,147.93,Bottlenose dolphin - Common,Tursiops truncatus,1,1995
488,Sighting,DPIPWE,-40.7,145.26,Bottlenose dolphin - Common,Tursiops truncatus,1,1995
489,Sighting,DPIPWE,-40.81,147.42,Bottlenose dolphin - Common,Tursiops truncatus,1,1995
490,Sighting,DPIPWE,-40.55,148.2,Bottlenose dolphin - Common,Tursiops truncatus,1,1995
491,Sighting,DPIPWE,-43.24,148.02,Bottlenose dolphin - Common,Tursiops truncatus,1,1994
492,Sighting,DPIPWE,-42.88,147.83,Bottlenose dolphin - Common,Tursiops truncatus,1,1994
493,Sighting,DPIPWE,-40.5,144.72,Bottlenose dolphin - Common,Tursiops truncatus,1,1994
494,Sighting,DPIPWE,-41.29,144.49,Bottlenose dolphin - Common,Tursiops truncatus,1,1994
495,Sighting,DPIPWE,-40.77,145.54,Bottlenose dolphin - Common,Tursiops truncatus,1,1993
496,Sighting,DPIPWE,-41.28,144.72,Bottlenose dolphin - Common,Tursiops truncatus,1,1993
497,Sighting,DPIPWE,-43.25,147.79,Bottlenose dolphin - Common,Tursiops truncatus,1,1993
498,Sighting,DPIPWE,-42.17,148.21,Bottlenose dolphin - Common,Tursiops truncatus,1,1993
499,Sighting,DPIPWE,-42.29,148.29,Bottlenose dolphin - Common,Tursiops truncatus,1,1993
500,Sighting,DPIPWE,-40.72,144.95,Bottlenose dolphin - Common,Tursiops truncatus,1,1993
